timestamp,x1_hour,x2_passenger_count,x3_vehicle_count,x4_weather_condition,x5_day_type,occupancy_rate,discount
2025-04-03 00:33:25,0,94,2,1,0,0.94,0.068
2025-04-03 00:38:25,0,64,5,0,0,0.26,0.273
2025-04-03 00:43:25,0,85,2,0,1,0.85,0.095
2025-04-03 00:48:25,0,66,5,2,1,0.26,0.271
2025-04-03 00:53:25,0,71,2,2,0,0.71,0.137
2025-04-03 00:58:25,0,113,1,1,1,2.26,-0.328
2025-04-03 01:03:25,1,23,4,0,0,0.12,0.316
2025-04-03 01:08:25,1,63,1,0,0,1.26,-0.028
2025-04-03 01:13:25,1,49,1,0,1,0.98,0.056
2025-04-03 01:18:25,1,104,3,1,1,0.69,0.142
2025-04-03 01:23:25,1,11,5,2,0,0.04,0.337
2025-04-03 01:28:25,1,62,1,2,0,1.24,-0.022
2025-04-03 01:33:25,1,27,2,1,1,0.27,0.269
2025-04-03 01:38:25,1,111,5,1,0,0.44,0.217
2025-04-03 01:43:25,1,35,2,1,1,0.35,0.245
2025-04-03 01:48:25,1,81,5,2,1,0.32,0.253
2025-04-03 01:53:25,1,100,5,1,0,0.4,0.23
2025-04-03 01:58:25,1,117,1,0,1,2.34,-0.352
2025-04-03 02:03:25,2,99,2,0,0,0.99,0.053
2025-04-03 02:08:25,2,116,3,1,0,0.77,0.118
2025-04-03 02:13:25,2,78,1,1,0,1.56,-0.118
2025-04-03 02:18:25,2,32,4,2,1,0.16,0.302
2025-04-03 02:23:25,2,41,5,1,1,0.16,0.301
2025-04-03 02:28:25,2,24,4,1,1,0.12,0.314
2025-04-03 02:33:25,2,95,1,1,0,1.9,-0.22
2025-04-03 02:38:25,2,14,1,1,1,0.28,0.266
2025-04-03 02:43:25,2,86,2,1,1,0.86,0.092
2025-04-03 02:48:25,2,51,5,2,0,0.2,0.289
2025-04-03 02:53:25,2,56,5,2,0,0.22,0.283
2025-04-03 02:58:25,2,15,1,1,0,0.3,0.26
2025-04-03 03:03:25,3,83,3,2,1,0.55,0.184
2025-04-03 03:08:25,3,91,2,1,1,0.91,0.077
2025-04-03 03:13:25,3,102,5,0,0,0.41,0.228
2025-04-03 03:18:25,3,17,1,2,0,0.34,0.248
2025-04-03 03:23:25,3,33,5,2,1,0.13,0.31
2025-04-03 03:28:25,3,36,2,2,1,0.36,0.242
2025-04-03 03:33:25,3,88,3,2,0,0.59,0.174
2025-04-03 03:38:25,3,85,4,0,0,0.42,0.222
2025-04-03 03:43:25,3,51,5,2,1,0.2,0.289
2025-04-03 03:48:25,3,10,3,0,0,0.07,0.33
2025-04-03 03:53:25,3,7,3,0,1,0.05,0.336
2025-04-03 03:58:25,3,42,2,0,0,0.42,0.224
2025-04-03 04:03:25,4,68,1,0,1,1.36,-0.058
2025-04-03 04:08:25,4,16,2,2,1,0.16,0.302
2025-04-03 04:13:25,4,84,3,1,0,0.56,0.182
2025-04-03 04:18:25,4,21,5,0,1,0.08,0.325
2025-04-03 04:23:25,4,83,3,1,1,0.55,0.184
2025-04-03 04:28:25,4,75,3,0,1,0.5,0.2
2025-04-03 04:33:25,4,48,5,1,0,0.19,0.292
2025-04-03 04:38:25,4,24,1,1,1,0.48,0.206
2025-04-03 04:43:25,4,75,1,1,1,1.5,-0.1
2025-04-03 04:48:25,4,88,4,0,1,0.44,0.218
2025-04-03 04:53:25,4,52,1,2,1,1.04,0.038
2025-04-03 04:58:25,4,6,3,0,0,0.04,0.338
2025-04-03 05:03:25,5,76,5,1,1,0.3,0.259
2025-04-03 05:08:25,5,68,2,1,0,0.68,0.146
2025-04-03 05:13:25,5,99,3,0,0,0.66,0.152
2025-04-03 05:18:25,5,37,4,1,0,0.18,0.294
2025-04-03 05:23:25,5,12,3,1,0,0.08,0.326
2025-04-03 05:28:25,5,92,1,0,1,1.84,-0.202
2025-04-03 05:33:25,5,50,4,0,1,0.25,0.275
2025-04-03 05:38:25,5,44,2,0,1,0.44,0.218
2025-04-03 05:43:25,5,101,1,0,0,2.02,-0.256
2025-04-03 05:48:25,5,34,1,0,1,0.68,0.146
2025-04-03 05:53:25,5,30,2,1,0,0.3,0.26
2025-04-03 05:58:25,5,94,2,1,0,0.94,0.068
2025-04-03 06:03:25,6,102,2,2,1,1.02,0.044
2025-04-03 06:08:25,6,53,3,0,0,0.35,0.244
2025-04-03 06:13:25,6,10,1,1,0,0.2,0.29
2025-04-03 06:18:25,6,107,1,1,1,2.14,-0.292
2025-04-03 06:23:25,6,12,2,1,1,0.12,0.314
2025-04-03 06:28:25,6,66,3,2,0,0.44,0.218
2025-04-03 06:33:25,6,79,4,1,1,0.4,0.231
2025-04-03 06:38:25,6,26,2,2,0,0.26,0.272
2025-04-03 06:43:25,6,45,4,1,1,0.23,0.282
2025-04-03 06:48:25,6,79,2,1,1,0.79,0.113
2025-04-03 06:53:25,6,91,4,0,0,0.46,0.213
2025-04-03 06:58:25,6,49,3,1,0,0.33,0.252
2025-04-03 07:03:25,7,59,4,0,1,0.29,0.262
2025-04-03 07:08:25,7,97,5,2,1,0.39,0.234
2025-04-03 07:13:25,7,55,4,1,1,0.28,0.268
2025-04-03 07:18:25,7,22,3,1,0,0.15,0.306
2025-04-03 07:23:25,7,100,1,2,0,2.0,-0.25
2025-04-03 07:28:25,7,32,2,2,0,0.32,0.254
2025-04-03 07:33:25,7,65,5,1,0,0.26,0.272
2025-04-03 07:38:25,7,83,1,2,1,1.66,-0.148
2025-04-03 07:43:25,7,53,5,2,1,0.21,0.286
2025-04-03 07:48:25,7,65,4,0,1,0.33,0.253
2025-04-03 07:53:25,7,96,4,1,1,0.48,0.206
2025-04-03 07:58:25,7,64,2,0,0,0.64,0.158
2025-04-03 08:03:25,8,100,1,1,0,2.0,-0.25
2025-04-03 08:08:25,8,102,4,1,0,0.51,0.197
2025-04-03 08:13:25,8,38,4,1,0,0.19,0.293
2025-04-03 08:18:25,8,46,3,2,1,0.31,0.258
2025-04-03 08:23:25,8,16,3,0,1,0.11,0.318
2025-04-03 08:28:25,8,44,5,2,0,0.18,0.297
2025-04-03 08:33:25,8,103,2,1,0,1.03,0.041
2025-04-03 08:38:25,8,46,4,1,1,0.23,0.281
2025-04-03 08:43:25,8,6,5,0,1,0.02,0.343
2025-04-03 08:48:25,8,113,1,1,1,2.26,-0.328
2025-04-03 08:53:25,8,64,5,2,1,0.26,0.273
2025-04-03 08:58:25,8,107,1,1,0,2.14,-0.292
2025-04-03 09:03:25,9,74,1,2,0,1.48,-0.094
2025-04-03 09:08:25,9,32,2,2,0,0.32,0.254
2025-04-03 09:13:25,9,9,1,0,0,0.18,0.296
2025-04-03 09:18:25,9,51,3,1,0,0.34,0.248
2025-04-03 09:23:25,9,18,2,0,1,0.18,0.296
2025-04-03 09:28:25,9,80,1,0,0,1.6,-0.13
2025-04-03 09:33:25,9,24,3,0,0,0.16,0.302
2025-04-03 09:38:25,9,68,4,0,0,0.34,0.248
2025-04-03 09:43:25,9,41,5,0,0,0.16,0.301
2025-04-03 09:48:25,9,117,4,2,0,0.58,0.174
2025-04-03 09:53:25,9,10,4,2,0,0.05,0.335
2025-04-03 09:58:25,9,24,2,1,1,0.24,0.278
2025-04-03 10:03:25,10,77,5,1,0,0.31,0.358
2025-04-03 10:08:25,10,5,3,1,0,0.03,0.44
2025-04-03 10:13:25,10,63,5,0,0,0.25,0.374
2025-04-03 10:18:25,10,55,4,1,1,0.28,0.367
2025-04-03 10:23:25,10,57,2,2,0,0.57,0.279
2025-04-03 10:28:25,10,102,1,1,0,2.04,-0.162
2025-04-03 10:33:25,10,61,3,1,0,0.41,0.328
2025-04-03 10:38:25,10,48,4,2,1,0.24,0.378
2025-04-03 10:43:25,10,49,4,1,1,0.24,0.376
2025-04-03 10:48:25,10,12,2,0,0,0.12,0.414
2025-04-03 10:53:25,10,12,5,1,0,0.05,0.436
2025-04-03 10:58:25,10,115,2,0,0,1.15,0.105
2025-04-03 11:03:25,11,94,3,1,1,0.63,0.262
2025-04-03 11:08:25,11,118,2,0,1,1.18,0.096
2025-04-03 11:13:25,11,12,1,2,1,0.24,0.378
2025-04-03 11:18:25,11,93,4,0,0,0.47,0.31
2025-04-03 11:23:25,11,23,5,0,0,0.09,0.422
2025-04-03 11:28:25,11,94,4,1,1,0.47,0.309
2025-04-03 11:33:25,11,68,1,0,0,1.36,0.042
2025-04-03 11:38:25,11,93,5,0,0,0.37,0.338
2025-04-03 11:43:25,11,81,1,2,1,1.62,-0.036
2025-04-03 11:48:25,11,102,5,1,1,0.41,0.328
2025-04-03 11:53:25,11,8,3,1,1,0.05,0.434
2025-04-03 11:58:25,11,86,5,0,0,0.34,0.347
2025-04-03 12:03:25,12,87,5,2,0,0.35,0.346
2025-04-03 12:08:25,12,92,1,0,0,1.84,-0.102
2025-04-03 12:13:25,12,69,4,1,0,0.34,0.347
2025-04-03 12:18:25,12,19,5,2,1,0.08,0.427
2025-04-03 12:23:25,12,97,1,0,0,1.94,-0.132
2025-04-03 12:28:25,12,100,1,2,1,2.0,-0.15
2025-04-03 12:33:25,12,106,2,2,0,1.06,0.132
2025-04-03 12:38:25,12,76,2,1,1,0.76,0.222
2025-04-03 12:43:25,12,13,3,0,1,0.09,0.424
2025-04-03 12:48:25,12,76,2,1,1,0.76,0.222
2025-04-03 12:53:25,12,97,2,0,1,0.97,0.159
2025-04-03 12:58:25,12,9,2,0,0,0.09,0.423
2025-04-03 13:03:25,13,48,4,2,0,0.24,0.378
2025-04-03 13:08:25,13,52,2,2,0,0.52,0.294
2025-04-03 13:13:25,13,113,5,2,0,0.45,0.314
2025-04-03 13:18:25,13,84,5,2,0,0.34,0.349
2025-04-03 13:23:25,13,40,3,2,0,0.27,0.37
2025-04-03 13:28:25,13,72,5,0,1,0.29,0.364
2025-04-03 13:33:25,13,23,2,1,0,0.23,0.381
2025-04-03 13:38:25,13,72,5,1,0,0.29,0.364
2025-04-03 13:43:25,13,33,4,2,1,0.17,0.4
2025-04-03 13:48:25,13,20,2,1,1,0.2,0.39
2025-04-03 13:53:25,13,6,1,0,1,0.12,0.414
2025-04-03 13:58:25,13,94,1,1,0,1.88,-0.114
2025-04-03 14:03:25,14,11,4,1,0,0.06,0.433
2025-04-03 14:08:25,14,17,1,1,0,0.34,0.348
2025-04-03 14:13:25,14,46,4,1,0,0.23,0.381
2025-04-03 14:18:25,14,58,1,0,1,1.16,0.102
2025-04-03 14:23:25,14,51,3,0,0,0.34,0.348
2025-04-03 14:28:25,14,26,5,1,1,0.1,0.419
2025-04-03 14:33:25,14,13,2,0,0,0.13,0.411
2025-04-03 14:38:25,14,14,2,0,0,0.14,0.408
2025-04-03 14:43:25,14,46,1,1,0,0.92,0.174
2025-04-03 14:48:25,14,41,4,1,1,0.2,0.388
2025-04-03 14:53:25,14,23,4,2,1,0.12,0.415
2025-04-03 14:58:25,14,93,2,2,1,0.93,0.171
2025-04-03 15:03:25,15,78,1,2,1,1.56,-0.018
2025-04-03 15:08:25,15,73,1,2,1,1.46,0.012
2025-04-03 15:13:25,15,102,1,2,0,2.04,-0.162
2025-04-03 15:18:25,15,85,5,2,0,0.34,0.348
2025-04-03 15:23:25,15,96,3,1,0,0.64,0.258
2025-04-03 15:28:25,15,82,5,0,0,0.33,0.352
2025-04-03 15:33:25,15,29,2,2,0,0.29,0.363
2025-04-03 15:38:25,15,89,2,2,1,0.89,0.183
2025-04-03 15:43:25,15,43,1,0,0,0.86,0.192
2025-04-03 15:48:25,15,107,4,1,0,0.54,0.289
2025-04-03 15:53:25,15,72,2,1,1,0.72,0.234
2025-04-03 15:58:25,15,36,5,1,1,0.14,0.407
2025-04-03 16:03:25,16,108,5,0,1,0.43,0.22
2025-04-03 16:08:25,16,7,1,0,0,0.14,0.308
2025-04-03 16:13:25,16,74,1,2,1,1.48,-0.094
2025-04-03 16:18:25,16,17,1,1,1,0.34,0.248
2025-04-03 16:23:25,16,9,4,2,1,0.04,0.336
2025-04-03 16:28:25,16,25,2,2,1,0.25,0.275
2025-04-03 16:33:25,16,48,5,1,0,0.19,0.292
2025-04-03 16:38:25,16,90,2,2,1,0.9,0.08
2025-04-03 16:43:25,16,6,1,2,1,0.12,0.314
2025-04-03 16:48:25,16,91,4,1,1,0.46,0.213
2025-04-03 16:53:25,16,62,4,0,0,0.31,0.257
2025-04-03 16:58:25,16,97,1,2,1,1.94,-0.232
2025-04-03 17:03:25,17,110,1,2,1,2.2,-0.31
2025-04-03 17:08:25,17,16,1,2,1,0.32,0.254
2025-04-03 17:13:25,17,34,5,2,1,0.14,0.309
2025-04-03 17:18:25,17,119,5,0,0,0.48,0.207
2025-04-03 17:23:25,17,34,5,1,1,0.14,0.309
2025-04-03 17:28:25,17,86,1,0,1,1.72,-0.166
2025-04-03 17:33:25,17,80,4,1,0,0.4,0.23
2025-04-03 17:38:25,17,18,4,0,0,0.09,0.323
2025-04-03 17:43:25,17,118,5,1,0,0.47,0.208
2025-04-03 17:48:25,17,89,2,2,0,0.89,0.083
2025-04-03 17:53:25,17,77,1,2,0,1.54,-0.112
2025-04-03 17:58:25,17,56,2,1,0,0.56,0.182
2025-04-03 18:03:25,18,10,3,1,0,0.07,0.33
2025-04-03 18:08:25,18,19,4,0,1,0.1,0.322
2025-04-03 18:13:25,18,110,4,2,0,0.55,0.185
2025-04-03 18:18:25,18,46,2,0,0,0.46,0.212
2025-04-03 18:23:25,18,34,2,1,1,0.34,0.248
2025-04-03 18:28:25,18,10,3,2,1,0.07,0.33
2025-04-03 18:33:25,18,18,1,2,0,0.36,0.242
2025-04-03 18:38:25,18,39,2,2,1,0.39,0.233
2025-04-03 18:43:25,18,39,2,1,1,0.39,0.233
2025-04-03 18:48:25,18,86,2,0,1,0.86,0.092
2025-04-03 18:53:25,18,29,5,1,0,0.12,0.315
2025-04-03 18:58:25,18,40,1,1,1,0.8,0.11
2025-04-03 19:03:25,19,58,5,2,0,0.23,0.28
2025-04-03 19:08:25,19,45,1,0,0,0.9,0.08
2025-04-03 19:13:25,19,102,5,1,1,0.41,0.228
2025-04-03 19:18:25,19,29,4,0,1,0.14,0.306
2025-04-03 19:23:25,19,16,4,0,0,0.08,0.326
2025-04-03 19:28:25,19,82,4,1,0,0.41,0.227
2025-04-03 19:33:25,19,64,5,2,1,0.26,0.273
2025-04-03 19:38:25,19,6,4,2,0,0.03,0.341
2025-04-03 19:43:25,19,35,3,0,0,0.23,0.28
2025-04-03 19:48:25,19,38,2,0,1,0.38,0.236
2025-04-03 19:53:25,19,15,2,0,0,0.15,0.305
2025-04-03 19:58:25,19,60,1,2,0,1.2,-0.01
2025-04-03 20:03:25,20,13,3,0,0,0.09,0.324
2025-04-03 20:08:25,20,32,3,2,1,0.21,0.286
2025-04-03 20:13:25,20,20,4,0,1,0.1,0.32
2025-04-03 20:18:25,20,8,1,0,0,0.16,0.302
2025-04-03 20:23:25,20,56,5,1,0,0.22,0.283
2025-04-03 20:28:25,20,54,5,2,1,0.22,0.285
2025-04-03 20:33:25,20,103,3,1,1,0.69,0.144
2025-04-03 20:38:25,20,75,5,0,1,0.3,0.26
2025-04-03 20:43:25,20,9,2,1,0,0.09,0.323
2025-04-03 20:48:25,20,25,5,1,0,0.1,0.32
2025-04-03 20:53:25,20,62,5,0,0,0.25,0.276
2025-04-03 20:58:25,20,89,2,1,0,0.89,0.083
2025-04-03 21:03:25,21,89,5,1,0,0.36,0.243
2025-04-03 21:08:25,21,49,4,0,0,0.24,0.276
2025-04-03 21:13:25,21,117,4,2,0,0.58,0.174
2025-04-03 21:18:25,21,25,4,2,0,0.12,0.312
2025-04-03 21:23:25,21,30,4,1,1,0.15,0.305
2025-04-03 21:28:25,21,116,4,1,1,0.58,0.176
2025-04-03 21:33:25,21,103,1,0,1,2.06,-0.268
2025-04-03 21:38:25,21,33,2,0,1,0.33,0.251
2025-04-03 21:43:25,21,17,1,0,1,0.34,0.248
2025-04-03 21:48:25,21,21,1,0,0,0.42,0.224
2025-04-03 21:53:25,21,6,4,0,0,0.03,0.341
2025-04-03 21:58:25,21,14,2,1,1,0.14,0.308
2025-04-03 22:03:25,22,64,5,2,0,0.26,0.273
2025-04-03 22:08:25,22,38,3,1,1,0.25,0.274
2025-04-03 22:13:25,22,53,1,2,1,1.06,0.032
2025-04-03 22:18:25,22,49,3,0,1,0.33,0.252
2025-04-03 22:23:25,22,48,1,2,0,0.96,0.062
2025-04-03 22:28:25,22,12,5,0,0,0.05,0.336
2025-04-03 22:33:25,22,47,1,0,0,0.94,0.068
2025-04-03 22:38:25,22,28,3,0,0,0.19,0.294
2025-04-03 22:43:25,22,24,5,1,0,0.1,0.321
2025-04-03 22:48:25,22,114,4,2,1,0.57,0.179
2025-04-03 22:53:25,22,19,3,2,0,0.13,0.312
2025-04-03 22:58:25,22,32,3,2,1,0.21,0.286
2025-04-03 23:03:25,23,9,5,1,1,0.04,0.339
2025-04-03 23:08:25,23,100,2,1,0,1.0,0.05
2025-04-03 23:13:25,23,100,4,0,0,0.5,0.2
2025-04-03 23:18:25,23,12,1,0,1,0.24,0.278
2025-04-03 23:23:25,23,83,2,2,0,0.83,0.101
2025-04-03 23:28:25,23,40,4,1,0,0.2,0.29
2025-04-03 23:33:25,23,45,1,1,0,0.9,0.08
2025-04-03 23:38:25,23,66,2,1,0,0.66,0.152
2025-04-03 23:43:25,23,40,4,2,1,0.2,0.29
2025-04-03 23:48:25,23,6,5,0,1,0.02,0.343
2025-04-03 23:53:25,23,99,4,1,0,0.49,0.202
2025-04-03 23:58:25,23,14,1,1,0,0.28,0.266
2025-04-04 00:03:25,0,77,1,2,1,1.54,-0.112
2025-04-04 00:08:25,0,93,2,1,1,0.93,0.071
2025-04-04 00:13:25,0,34,4,0,1,0.17,0.299
2025-04-04 00:18:25,0,36,3,1,0,0.24,0.278
2025-04-04 00:23:25,0,25,3,1,1,0.17,0.3
2025-04-04 00:28:25,0,98,1,0,0,1.96,-0.238
2025-04-04 00:33:25,0,22,5,0,1,0.09,0.324
2025-04-04 00:38:25,0,25,4,2,1,0.12,0.312
2025-04-04 00:43:25,0,90,3,0,1,0.6,0.17
2025-04-04 00:48:25,0,96,5,0,1,0.38,0.235
2025-04-04 00:53:25,0,6,5,0,0,0.02,0.343
2025-04-04 00:58:25,0,56,3,1,0,0.37,0.238
2025-04-04 01:03:25,1,83,3,2,1,0.55,0.184
2025-04-04 01:08:25,1,48,5,1,0,0.19,0.292
2025-04-04 01:13:25,1,41,5,0,1,0.16,0.301
2025-04-04 01:18:25,1,7,3,2,0,0.05,0.336
2025-04-04 01:23:25,1,34,4,2,0,0.17,0.299
2025-04-04 01:28:25,1,105,2,1,1,1.05,0.035
2025-04-04 01:33:25,1,76,1,0,0,1.52,-0.106
2025-04-04 01:38:25,1,69,4,2,1,0.34,0.246
2025-04-04 01:43:25,1,68,2,1,0,0.68,0.146
2025-04-04 01:48:25,1,93,2,0,1,0.93,0.071
2025-04-04 01:53:25,1,50,3,2,1,0.33,0.25
2025-04-04 01:58:25,1,45,5,0,1,0.18,0.296
2025-04-04 02:03:25,2,40,2,1,1,0.4,0.23
2025-04-04 02:08:25,2,58,4,0,1,0.29,0.263
2025-04-04 02:13:25,2,18,1,1,0,0.36,0.242
2025-04-04 02:18:25,2,24,3,2,0,0.16,0.302
2025-04-04 02:23:25,2,74,3,0,1,0.49,0.202
2025-04-04 02:28:25,2,8,5,1,1,0.03,0.34
2025-04-04 02:33:25,2,103,2,0,1,1.03,0.041
2025-04-04 02:38:25,2,89,5,1,1,0.36,0.243
2025-04-04 02:43:25,2,50,4,0,0,0.25,0.275
2025-04-04 02:48:25,2,24,1,2,0,0.48,0.206
2025-04-04 02:53:25,2,8,5,1,0,0.03,0.34
2025-04-04 02:58:25,2,92,5,1,0,0.37,0.24
2025-04-04 03:03:25,3,8,2,1,1,0.08,0.326
2025-04-04 03:08:25,3,23,4,2,0,0.12,0.316
2025-04-04 03:13:25,3,67,3,1,1,0.45,0.216
2025-04-04 03:18:25,3,113,4,1,1,0.56,0.18
2025-04-04 03:23:25,3,106,5,2,1,0.42,0.223
2025-04-04 03:28:25,3,68,3,0,1,0.45,0.214
2025-04-04 03:33:25,3,98,1,2,0,1.96,-0.238
2025-04-04 03:38:25,3,22,4,0,0,0.11,0.317
2025-04-04 03:43:25,3,96,3,2,0,0.64,0.158
2025-04-04 03:48:25,3,61,4,1,0,0.3,0.259
2025-04-04 03:53:25,3,37,1,1,1,0.74,0.128
2025-04-04 03:58:25,3,24,3,2,1,0.16,0.302
2025-04-04 04:03:25,4,51,4,2,0,0.26,0.274
2025-04-04 04:08:25,4,13,2,0,0,0.13,0.311
2025-04-04 04:13:25,4,65,2,1,0,0.65,0.155
2025-04-04 04:18:25,4,81,3,0,1,0.54,0.188
2025-04-04 04:23:25,4,113,1,2,0,2.26,-0.328
2025-04-04 04:28:25,4,55,5,2,1,0.22,0.284
2025-04-04 04:33:25,4,39,2,2,0,0.39,0.233
2025-04-04 04:38:25,4,97,5,0,0,0.39,0.234
2025-04-04 04:43:25,4,78,5,1,1,0.31,0.256
2025-04-04 04:48:25,4,8,2,2,0,0.08,0.326
2025-04-04 04:53:25,4,28,1,1,0,0.56,0.182
2025-04-04 04:58:25,4,58,4,0,0,0.29,0.263
2025-04-04 05:03:25,5,88,1,0,1,1.76,-0.178
2025-04-04 05:08:25,5,28,4,1,1,0.14,0.308
2025-04-04 05:13:25,5,90,4,2,0,0.45,0.215
2025-04-04 05:18:25,5,59,4,1,1,0.29,0.262
2025-04-04 05:23:25,5,14,2,0,0,0.14,0.308
2025-04-04 05:28:25,5,74,4,0,0,0.37,0.239
2025-04-04 05:33:25,5,104,3,1,1,0.69,0.142
2025-04-04 05:38:25,5,111,1,0,1,2.22,-0.316
2025-04-04 05:43:25,5,54,1,2,0,1.08,0.026
2025-04-04 05:48:25,5,74,2,2,1,0.74,0.128
2025-04-04 05:53:25,5,92,5,1,1,0.37,0.24
2025-04-04 05:58:25,5,112,1,0,1,2.24,-0.322
2025-04-04 06:03:25,6,25,2,0,0,0.25,0.275
2025-04-04 06:08:25,6,91,2,0,1,0.91,0.077
2025-04-04 06:13:25,6,53,3,2,0,0.35,0.244
2025-04-04 06:18:25,6,89,4,0,0,0.45,0.216
2025-04-04 06:23:25,6,45,1,1,0,0.9,0.08
2025-04-04 06:28:25,6,72,2,0,0,0.72,0.134
2025-04-04 06:33:25,6,90,1,0,1,1.8,-0.19
2025-04-04 06:38:25,6,65,5,1,1,0.26,0.272
2025-04-04 06:43:25,6,62,3,0,0,0.41,0.226
2025-04-04 06:48:25,6,90,1,0,1,1.8,-0.19
2025-04-04 06:53:25,6,74,2,0,1,0.74,0.128
2025-04-04 06:58:25,6,89,5,1,1,0.36,0.243
2025-04-04 07:03:25,7,116,1,1,1,2.32,-0.346
2025-04-04 07:08:25,7,102,3,0,0,0.68,0.146
2025-04-04 07:13:25,7,90,4,2,1,0.45,0.215
2025-04-04 07:18:25,7,42,4,2,1,0.21,0.287
2025-04-04 07:23:25,7,103,3,2,0,0.69,0.144
2025-04-04 07:28:25,7,68,5,1,0,0.27,0.268
2025-04-04 07:33:25,7,72,4,1,0,0.36,0.242
2025-04-04 07:38:25,7,108,5,2,1,0.43,0.22
2025-04-04 07:43:25,7,96,3,0,0,0.64,0.158
2025-04-04 07:48:25,7,44,2,1,0,0.44,0.218
2025-04-04 07:53:25,7,67,2,0,1,0.67,0.149
2025-04-04 07:58:25,7,7,4,0,1,0.04,0.339
2025-04-04 08:03:25,8,103,4,2,0,0.52,0.196
2025-04-04 08:08:25,8,54,3,2,0,0.36,0.242
2025-04-04 08:13:25,8,55,3,1,1,0.37,0.24
2025-04-04 08:18:25,8,28,4,0,1,0.14,0.308
2025-04-04 08:23:25,8,105,5,2,0,0.42,0.224
2025-04-04 08:28:25,8,51,2,1,1,0.51,0.197
2025-04-04 08:33:25,8,88,4,1,0,0.44,0.218
2025-04-04 08:38:25,8,84,3,0,0,0.56,0.182
2025-04-04 08:43:25,8,31,2,2,1,0.31,0.257
2025-04-04 08:48:25,8,106,1,0,0,2.12,-0.286
2025-04-04 08:53:25,8,12,5,2,0,0.05,0.336
2025-04-04 08:58:25,8,8,3,0,1,0.05,0.334
2025-04-04 09:03:25,9,15,1,2,0,0.3,0.26
2025-04-04 09:08:25,9,25,5,1,1,0.1,0.32
2025-04-04 09:13:25,9,32,2,2,0,0.32,0.254
2025-04-04 09:18:25,9,31,5,0,0,0.12,0.313
2025-04-04 09:23:25,9,101,4,0,1,0.51,0.199
2025-04-04 09:28:25,9,38,2,1,1,0.38,0.236
2025-04-04 09:33:25,9,9,3,0,1,0.06,0.332
2025-04-04 09:38:25,9,97,1,1,1,1.94,-0.232
2025-04-04 09:43:25,9,10,3,0,0,0.07,0.33
2025-04-04 09:48:25,9,70,4,0,0,0.35,0.245
2025-04-04 09:53:25,9,92,2,1,0,0.92,0.074
2025-04-04 09:58:25,9,80,4,1,1,0.4,0.23
2025-04-04 10:03:25,10,116,5,1,1,0.46,0.311
2025-04-04 10:08:25,10,37,5,2,1,0.15,0.406
2025-04-04 10:13:25,10,38,1,2,0,0.76,0.222
2025-04-04 10:18:25,10,86,2,2,0,0.86,0.192
2025-04-04 10:23:25,10,27,1,0,1,0.54,0.288
2025-04-04 10:28:25,10,15,3,2,0,0.1,0.42
2025-04-04 10:33:25,10,88,5,1,1,0.35,0.344
2025-04-04 10:38:25,10,103,4,2,0,0.52,0.295
2025-04-04 10:43:25,10,74,1,0,1,1.48,0.006
2025-04-04 10:48:25,10,91,3,1,0,0.61,0.268
2025-04-04 10:53:25,10,51,5,2,0,0.2,0.389
2025-04-04 10:58:25,10,57,4,1,1,0.28,0.365
2025-04-04 11:03:25,11,80,1,2,0,1.6,-0.03
2025-04-04 11:08:25,11,103,4,0,0,0.52,0.295
2025-04-04 11:13:25,11,86,3,0,1,0.57,0.278
2025-04-04 11:18:25,11,95,3,2,1,0.63,0.26
2025-04-04 11:23:25,11,50,4,0,1,0.25,0.375
2025-04-04 11:28:25,11,66,3,2,1,0.44,0.318
2025-04-04 11:33:25,11,82,3,0,0,0.55,0.286
2025-04-04 11:38:25,11,44,2,1,0,0.44,0.318
2025-04-04 11:43:25,11,26,1,2,1,0.52,0.294
2025-04-04 11:48:25,11,55,3,1,0,0.37,0.34
2025-04-04 11:53:25,11,77,4,0,0,0.39,0.335
2025-04-04 11:58:25,11,82,1,2,1,1.64,-0.042
2025-04-04 12:03:25,12,23,4,1,1,0.12,0.415
2025-04-04 12:08:25,12,42,5,0,1,0.17,0.4
2025-04-04 12:13:25,12,44,1,1,0,0.88,0.186
2025-04-04 12:18:25,12,68,1,0,1,1.36,0.042
2025-04-04 12:23:25,12,79,5,2,0,0.32,0.355
2025-04-04 12:28:25,12,63,1,2,1,1.26,0.072
2025-04-04 12:33:25,12,96,2,0,0,0.96,0.162
2025-04-04 12:38:25,12,114,1,2,0,2.28,-0.234
2025-04-04 12:43:25,12,59,5,1,0,0.24,0.379
2025-04-04 12:48:25,12,52,4,2,0,0.26,0.372
2025-04-04 12:53:25,12,68,2,0,0,0.68,0.246
2025-04-04 12:58:25,12,25,5,0,0,0.1,0.42
2025-04-04 13:03:25,13,48,1,0,0,0.96,0.162
2025-04-04 13:08:25,13,77,5,0,1,0.31,0.358
2025-04-04 13:13:25,13,39,1,1,1,0.78,0.216
2025-04-04 13:18:25,13,100,1,0,0,2.0,-0.15
2025-04-04 13:23:25,13,51,4,1,1,0.26,0.373
2025-04-04 13:28:25,13,50,1,2,1,1.0,0.15
2025-04-04 13:33:25,13,56,5,1,1,0.22,0.383
2025-04-04 13:38:25,13,25,3,1,1,0.17,0.4
2025-04-04 13:43:25,13,33,3,2,0,0.22,0.384
2025-04-04 13:48:25,13,96,4,1,1,0.48,0.306
